Date,Ticker,Headline,Description
2019-04-25,BA,"Southwest CEO says sticking with Boeing 737 MAX, no current plans for new models",Southwest Co Chief Executive Gary Kelly said on Thursday the company was sticking with its plan to keep growing its fleet with the 737 MAX made by Boeing Co and does not plan to order different aircraft models any time soon.
2019-04-25,CFTC,Glencore probed by U.S. CFTC for 'corrupt practices',"Glencore Plc said on Thursday that the U.S Commodity Futures Trading Commission (CFTC) is investigating whether the miner and its units may have violated certain regulations through ""corrupt practices""."
2019-04-25,BA,"U.S. FAA, global aviation regulators to meet May 23 on Boeing 737 MAX",The U.S. Federal Aviation Administration said Thursday it is inviting top civil aviation officials from around the world to a May 23 meeting to discuss the now-grounded Boeing 737 MAX.
2019-04-25,GS,"After years serving CEOs, Goldman's Ayco also wants other workers","Goldman Sachs Group Inc is expanding a financial advisory service for top executives to target millions of other affluent employees at some of the biggest U.S. companies, as it seeks to build its retail and wealth management businesses."
2019-04-25,GOOGL,"Google exempt from back taxes in France, appeals court confirms","Google will not have to pay 1.1 billion euros ($1.22 billion) in back taxes demanded by French authorities, an appeals court in France ruled on Thursday, dashing the government's bid to overturn a 2017 decision."
2019-04-25,DIS,Comcast in talks to sell its stake in Hulu to Disney: CNBC,"Comcast Corp is in talks to sell its stake in Hulu to Walt Disney Co, CNBC reported on Thursday, citing people familiar with the matter."
2019-04-25,MSFT,"Microsoft market cap touches $1 trillion, pulls above Apple","Microsoft Corp's market value vaulted above the $1 trillion mark for the first time in regular session trade on Thursday, pulling ahead of Apple Inc and making it the most valuable U.S. publicly traded company after quarterly earnings and revenue beat Wall Street expectations."
2019-04-25,AAPL,"Microsoft market cap touches $1 trillion, pulls above Apple","Microsoft Corp's market value vaulted above the $1 trillion mark for the first time in regular session trade on Thursday, pulling ahead of Apple Inc and making it the most valuable U.S. publicly traded company after quarterly earnings and revenue beat Wall Street expectations."
2019-04-25,TSLA,New capital for Tesla will come at a cost,"A capital raise for Tesla Inc will not come cheap and  Chief Executive Officer Elon Musk must finally prove to investors that he can produce and deliver Model 3s and higher margin electric cars on time, Wall Street analysts said on Thursday."
2019-04-25,TSLA,Tesla junk bond spreads widens to a record after big loss,Investors are demanding a record risk premium for holding Tesla Inc's $1.8 billion junk bond after the electric car maker posted a $700 million first-quarter loss and signaled it may be in the market for more capital soon.
2019-04-25,JAC,Volkswagen plans electric vehicle plant with JAC in China: local government,"German automaker Volkswagen AG's joint venture with China's Anhui Jianghuai Automobile Co (JAC) plans to invest 5.06 billion yuan ($750.8 million) in a new electric car factory in eastern Hefei city, according to local authorities."
2019-04-25,GOOGL,SoftBank invests in Alphabet business for cellphone antennas in the sky,A SoftBank Corp subsidiary said on Wednesday it had invested $125 million in an Alphabet Inc company that is working to fly cellphone antennas high in the atmosphere to provide internet in areas that are difficult to reach.
2019-04-25,META,"Facebook beats profit estimates, sets aside $3 billion for privacy penalty","Facebook Inc on Wednesday blew past Wall Street profit estimates in the first quarter and set aside $3 billion to cover a settlement with U.S. regulators, calming investors who had worried about the outcome of a months-long federal probe."
2019-04-24,EV,Panasonic may upgrade Japan plant to make advanced Tesla batteries: source,"Panasonic Corp may upgrade one of its battery plants in Japan to produce advanced-format battery cells for Tesla Inc if needed by the U.S. electric vehicle (EV) maker, a person familiar with the matter told Reuters on Thursday."
2019-04-24,TSLA,Panasonic may upgrade Japan plant to make advanced Tesla batteries: source,"Panasonic Corp may upgrade one of its battery plants in Japan to produce advanced-format battery cells for Tesla Inc if needed by the U.S. electric vehicle (EV) maker, a person familiar with the matter told Reuters on Thursday."
2019-04-24,TSLA,"Tesla's Musk 'sees merit' in capital raise, vows profit in third quarter after large loss","Tesla Inc Chief Executive Elon Musk suggested on Wednesday a capital raise could be imminent, as the electric vehicle maker lost $700 million in the first quarter and predicted a return to profit in the third."
2019-04-24,MSFT,Microsoft tops $1 trillion as it predicts more cloud growth,Microsoft Corp on Wednesday briefly topped $1 trillion in value for the first time after executives predicted continued growth for its cloud computing business.
2019-04-24,TSLA,Tesla solar installations slide 36 percent in first quarter,Tesla Inc on Wednesday reported a 36 percent slide in solar installations and said it had implemented a new selling strategy months after ending a partnership to sell the rooftop systems in busy Home Depot stores.
2019-04-24,WMT,"Walmart creates Angus beef supply chain, cutting out meat processors","Walmart Inc is taking control of the supply chain for Angus beef sold in some of its stores, cutting out meat processors as the company looks to offer higher quality products in an intensely competitive grocery industry."
2019-04-24,GS,U.S. Justice staff seek Goldman guilty plea in 1MDB settlement: FT,"A U.S. government settlement with Goldman Sachs Group Inc over its role in the 1MDB corruption scandal should include a guilty plea at the parent company level, U.S. Department of Justice staff have recommended, according to a Financial Times report on Wednesday."
2019-04-24,BA,"Norwegian Air reschedules aircraft delivery, to cut 2019-20 capex by $2.1 billion","Norwegian Air has agreed with Airbus and Boeing to reschedule delivery of aircraft to cut capital spending, the loss-making budget carrier said on Wednesday."
2019-04-24,BA,"Boeing abandons outlook, takes $1 billion cost hit in MAX crisis","Boeing Co on Wednesday abandoned its 2019 financial outlook, halted share buybacks and said lowered production due to the grounding of its fastest-selling 737 MAX jet after two fatal plane crashes in five months had cost it at least $1 billion so far."
2019-04-24,TWTR,Trump complained to Twitter CEO about lost followers: source,"U.S. President Donald Trump met with Twitter Inc Chief Executive Jack Dorsey on Tuesday and spent a significant time questioning him about why he had lost some Twitter followers, a person briefed on the matter said."
2019-04-24,TWTR,Tesla's Musk says considering building factory in Germany,"Tesla Inc Chief Executive Officer Elon Musk said on Wednesday he was considering building a factory in Germany, responding to a user's suggestion on Twitter."
2019-04-24,TSLA,Tesla's Musk says considering building factory in Germany,"Tesla Inc Chief Executive Officer Elon Musk said on Wednesday he was considering building a factory in Germany, responding to a user's suggestion on Twitter."
2019-04-24,BA,Boeing axes 210 orders after India's Jet stops flying,Boeing Co removed 210 aircraft from its order backlog and took an impairment charge over customer financing losses on Wednesday following the near-collapse of India's Jet Airways.
2019-04-24,AMZN,Ford Motor to put $500 million into electric vehicle startup Rivian,"Ford Motor Co said on Wednesday it will invest $500 million in U.S. electric vehicle startup Rivian Automotive LLC, joining Amazon.com Inc in backing the potential rival to Silicon Valley's Tesla Inc."
2019-04-24,TSLA,Ford Motor to put $500 million into electric vehicle startup Rivian,"Ford Motor Co said on Wednesday it will invest $500 million in U.S. electric vehicle startup Rivian Automotive LLC, joining Amazon.com Inc in backing the potential rival to Silicon Valley's Tesla Inc."
2019-04-24,BA,"Boeing 737 MAX return to service paced by regulators, customers: Boeing CEO","The return of the Boeing Co 737 MAX to service in the wake of two deadly crashes will be paced by global regulators and customers, the planemaker's top executive said on Wednesday."
2019-04-24,BA,Boeing hives off 210 orders after Jet halts operations,Boeing removed 210 aircraft from its order backlog to reflect concerns about customer credit quality and took an impairment at its Boeing Capital financing unit on Wednesday.
2019-04-24,WRCDF,Wirecard lands $1 billion investment from Japan's Softbank,Japan's Softbank Group Corp will invest around 900 million euros ($1 billion) in Wirecard in a convertible bond deal that could give it a 5.6 percent stake in the German digital payments company.
2019-04-24,EV,"BMW to buy cobalt direct from Australia, Morocco for EV batteries","German carmaker BMW will buy cobalt, a key component for electric vehicle (EV) batteries, directly from mines in Australia and Morocco to ensure they are not produced by child labor, an executive said on Tuesday."
2019-04-24,JV,Didi-SoftBank taxi-hailing JV expands to 13 cities across Japan,"Didi Mobility Japan, a joint venture (JV) by China's Didi Chuxing and SoftBank Corp, said it would expand its taxi-hailing service to 13 cities across Japan."
2019-04-23,TSLA,"Tesla upgrades Model S, X cars, brings backs cheaper variants","Tesla Inc, struggling with delay in delivery of its higher-priced Model S and X luxury cars, said on Tuesday it will bring back lower-priced options for those cars and roll out upgrades to improve their driving range and re-charging speed."
2019-04-23,GOOGL,U.S. congressional leaders query Google on tracking database,Top U.S. lawmakers on Tuesday wrote to Google's chief executive raising concerns about reports of a massive database known as Sensorvault that allegedly contains precise consumer location information from hundreds of millions of devices.
2019-04-23,WRCDF,SoftBank Group looks to buy 5 pct of payment firm Wirecard: Bloomberg,"Japan's SoftBank Group Corp is looking to acquire a 5 percent stake in German payments company Wirecard AG, Bloomberg reported on Tuesday, citing people familiar with the matter."
2019-04-23,BA,"Boeing sees FAA approving software fix in May, MAX ungrounding in July: sources","Boeing Co has told some 737 MAX owners it is targeting U.S. Federal Aviation Administration approval of its software fix as early as the third week of May and the ungrounding of the aircraft around mid-July, two sources told Reuters."
2019-04-23,MS,Morgan Stanley shuffles jobs for wealth management executive,"Morgan Stanley's Shelley O'Connor, one of two co-heads of the wealth management business, was named on Tuesday to lead two of the bank's regulated entities, according to an internal memo seen by Reuters."
2019-04-23,GOOGL,FAA paves way for Alphabet unit to make first U.S. drone deliveries,"Alphabet Inc's Wing Aviation unit on Tuesday got the okay to start delivering goods by drone in Virginia later this year, making the sister unit of search engine Google the first company to get U.S. air carrier certification, the Federal Aviation Administration said."
2019-04-23,KO,"Coke Zero Sugar, new flavors lift Coca-Cola results; shares rise","Strong demand for Coca-Cola Co's zero-calorie drink Coke Zero Sugar, new orange-vanilla cola and flavored waters pushed the beverage maker's quarterly sales and profit well above Wall Street estimates, sending its shares up as much as 3 percent on Tuesday."
2019-04-23,TWTR,"Twitter shares jump, ascribes growth to fight against abuse","Shares in Twitter Inc jumped 13 percent on Tuesday after the social media company reported quarterly revenue above analyst estimates, which executives said was the result of weeding out spam and abusive posts and targeting ads better."
2019-04-23,IRNA,U.S. making a mistake politicizing oil: Iran oil minister,"The United States has made a bad mistake by politicizing oil and using it as a weapon, Iran's Oil Minister Bijan Zanganeh said in a parliamentary session on Tuesday, the Islamic Republic News Agency (IRNA) reported."
2019-04-23,TSLA,Lucid Motors names former Tesla Model S chief engineer as CEO,"Electric carmaker Lucid Motors on Tuesday named Peter Rawlinson, former chief engineer of Tesla Inc's Model S, as its chief executive officer, effective immediately."
2019-04-23,GOOGL,"Waymo picks Detroit factory for self-driving fleet, to be operational by mid-2019","Alphabet Inc's Waymo said on Tuesday it had chosen a factory in Detroit to mass produce self-driving cars, looking to the historical heart of the auto industry to build the vehicles of the future."
2019-04-23,PIRC,PIRC advises against re-appointing Muilenburg as Boeing chairman and CEO,"Pensions & Investment Research Consultants (PIRC), which advises pension schemes and other investors, recommended on Tuesday that investors in Boeing oppose the re-election of Dennis A. Muilenburg as chairman and chief executive officer."
2019-04-23,BA,PIRC advises against re-appointing Muilenburg as Boeing chairman and CEO,"Pensions & Investment Research Consultants (PIRC), which advises pension schemes and other investors, recommended on Tuesday that investors in Boeing oppose the re-election of Dennis A. Muilenburg as chairman and chief executive officer."
2019-04-23,BA,United Technologies raises full-year profit forecast on Rockwell lift,"United Technologies Corp posted a higher-than-expected quarterly profit and raised its full-year earnings forecast on Tuesday, boosted by robust demand for aircraft parts at one of the manufacturers better placed to ride out the fallout of the Boeing 737 MAX groundings."
2019-04-23,AMZN,"Kohl's expands Amazon returns program to all stores, shares jump","Kohl's Corp said on Tuesday items bought on Amazon.com Inc can now be returned at all its U.S. stores starting July, deepening its partnership with the e-commerce giant and sending its shares up as much as 9 percent."
2019-04-23,T,"Exclusive: After U.S. sanctions, Venezuela seeks to collect some oil payments via Rosneft","(This April 18 story corrects to make clear Reuters could not determine payments were made under the proposed arrangement, removes reference to Evrofinance Mosnarbank and clarifies that experts see no violation of sanctions)"
2019-04-23,AGM,Top shareholder won't back Bayer management in AGM vote: sources,"Bayer's largest shareholder, fund manager BlackRock, will not support the German company's management in a key vote at its annual general meeting (AGM) on Friday, two people familiar with the situation told Reuters."
2019-04-23,BA,UTC expects 737 MAX goundings to impact earnings by up to 10 cents per share in 2019,United Technologies Corp said on Wednesday said it expects an impact of up to 10 cents per share in 2019 from the groundings of Boeing Co's 737 MAX aircraft.
2019-04-23,BDNCE,"Exclusive: China's Bytedance says India TikTok ban causing $500,000 daily loss, risks jobs","India's ban on popular Chinese video app TikTok is resulting in ""financial losses"" of up to $500,000 a day for its developer, Beijing Bytedance Technology Co, and has put more than 250 jobs at risk, the company said in a court filing seen by Reuters."
2019-04-23,GS,Goldman says removal of Iran oil sanctions waivers to have limited impact,"Goldman Sachs expects the United States' decision to end waivers from sanctions on imports of Iranian oil to have a limited impact on prices, even though the timing of the halt is much more sudden than expected."
2019-04-23,IPO,Starbucks' China challenger Luckin to raise up to $800 million in U.S. IPO: sources,"Luckin Coffee Inc, the Chinese challenger to Starbucks Corp, filed on Monday for a U.S. initial public offering (IPO) through which, sources said, it is looking to raise up to $800 million."
2019-04-22,LNG,ExxonMobil agrees 20-year LNG deal with China's Zhejiang Energy,"Exxon Mobil Corp said it has signed a 20-year agreement to supply liquefied natural gas (LNG) to China's Zhejiang Energy, as the U.S. oil and gas giant steps up marketing of the fuel in China, the world's second-largest buyer."
2019-04-22,TSLA,Elon Musk on Tesla's self-driving capabilities,"Tesla Inc revealed its self-driving plans during an investor day on Monday, with Chief Executive Elon Musk predicting the launch of an autonomous robotaxi service next year in some U.S. markets."
2019-04-22,META,Facebook hires State Department lawyer as general counsel,"Facebook Inc on Monday named the legal adviser to the U.S. State Department as its general counsel, as the social media giant faces growing regulatory hurdles and privacy concerns."
2019-04-22,TSLA,"Tesla says robotaxis coming to U.S. roads next year, slams rivals' use of Lidar","Chief Executive Elon Musk said Tesla Inc robotaxis with no human drivers would be available in some U.S. markets next year, continuing a habit of bold pronouncements that have excited many investors while often missing deadlines."
2019-04-22,T,Textron sees final certification of Longitude jet in third quarter,"(This April 17 story corrects headline and first paragraph to say the certification is expected in the 'third' quarter, not the 'second')"
2019-04-22,FAA,U.S. names experts to Boeing certification review panel,U.S. Transportation Secretary Elaine Chao said on Monday she named four experts to a blue-ribbon committee to review the Federal Aviation Administration's (FAA) aircraft certification process after two deadly Boeing 737 MAX crashes killed nearly 350 people.
2019-04-22,BA,U.S. names experts to Boeing certification review panel,U.S. Transportation Secretary Elaine Chao said on Monday she named four experts to a blue-ribbon committee to review the Federal Aviation Administration's (FAA) aircraft certification process after two deadly Boeing 737 MAX crashes killed nearly 350 people.
2019-04-22,TSLA,Model S fire video adds to Tesla woes pre-results,"Video of a parked Tesla Inc  Model S exploding and a Wall Street downgrade of the electric carmaker's stock pushed shares down 4 percent on Monday, as it prepared to issue results for a troubled first quarter."
2019-04-22,T,Return of the bench seat: Concept EVs show space big enough for sofas,(This April 19 story was refiled to remove Breakingviews topic code)
2019-04-20,T,"Union Pacific operational overhaul gains traction, shares rise","(This April 18 story corrects to show operating ratio declined, error also occurred in previous updates)"
2019-04-20,INTC,U.S. intelligence says Huawei funded by Chinese state security: report,"U.S. intelligence has accused Huawei Technologies of being funded by Chinese state security, The Times said on Saturday, adding to the list of allegations faced by the Chinese technology company in the West."
2019-04-19,TSLA,Tesla to shrink board to seven directors from 11,"Tesla Inc said on Friday that four members of its eleven-member board would be leaving over the next two years, as the electric car company looks to streamline its board."
2019-04-19,C,Exclusive: Tereos still searching for wider funding - sources,"(Corrects headline and paragraph 1 to make clear that syndication process is ongoing, to make clear in paragraph 5 that no offers finalized by April 15, to clarify sourcing throughout)"
2019-04-19,BA,Boeing 737 MAX joint governmental review will begin April 29: FAA,The U.S. Federal Aviation Administration said Friday that a joint governmental review of the now grounded Boeing 737 MAX will begin on April 29 and will include 9 other aviation regulators from around the world.
2019-04-18,HKA,HNA denies embezzlement claims as it fights for control of Hong Kong Airlines,Embattled Chinese conglomerate HNA Group has denied accusations of embezzlement and financial irregularity made by a rival group of shareholders in Hong Kong Airlines (HKA) as the two sides fight for control of the struggling carrier.
2019-04-18,TWTR,"Tesla's Elon Musk, SEC get another week to work out deal on Twitter use","Tesla Inc Chief Executive Elon Musk and the U.S. Securities and Exchange Commission will get another week to settle a dispute over Musk's use of Twitter, a federal judge ruled Thursday."
2019-04-18,TSLA,"Tesla's Elon Musk, SEC get another week to work out deal on Twitter use","Tesla Inc Chief Executive Elon Musk and the U.S. Securities and Exchange Commission will get another week to settle a dispute over Musk's use of Twitter, a federal judge ruled Thursday."
2019-04-18,AMI,National Enquirer to be sold to owner of magazine distributor,"American Media Inc (AMI) said on Thursday it was selling its National Enquirer tabloid to James Cohen, whose family owns a magazine distributor and used to own the Hudson chain of airport newsstands."
2019-04-18,WTO,U.S. wins WTO ruling against China grain import quotas,"The United States won a World Trade Organization (WTO) ruling on Thursday against China's use of tariff-rate quotas for rice, wheat and corn, which it successfully argued limited market access for U.S. grain exports."
2019-04-18,BA,Air Canada pilots reviewing aircraft systems on Boeing's MAX jets,"Air Canada said on Thursday its Boeing Co 737 MAX pilots were reviewing aircraft systems and alternative flight conditions for the grounded planes, and the carrier would decide on further training pending final recommendations from regulators."
2019-04-18,WMT,U.S. pilot program allows online grocery shopping with food stamps,"The U.S. Department of Agriculture on Thursday said it has launched a pilot program in New York that allows consumers dependant on food stamps to use them to buy groceries online, a move that is likely to boost sales at retailers like Walmart Inc and Amazon.com Inc."
2019-04-18,AMZN,U.S. pilot program allows online grocery shopping with food stamps,"The U.S. Department of Agriculture on Thursday said it has launched a pilot program in New York that allows consumers dependant on food stamps to use them to buy groceries online, a move that is likely to boost sales at retailers like Walmart Inc and Amazon.com Inc."
2019-04-18,GOOGL,"Google lets Android users in Europe choose rival browsers, search engines","Users of Android devices in Europe will be able to choose rival browsers and search engines from five options starting on Thursday, a senior Google executive said, as the company tries to quell EU antitrust concerns and stave off fresh penalties."
2019-04-18,BA,Honeywell evaluating revenue potential from Boeing's next aircraft launch: CFO,"Honeywell International Inc is evaluating the revenue potential from supplying parts to Boeing's next major aircraft program, which is likely to be finalized by late 2019 or early next year, Chief Financial Officer Greg Lewis told Reuters."
2019-04-18,BA,Honeywell expects Boeing 737 MAX deliveries to resume in the second half of 2019,Honeywell International Inc on Thursday said it expects the production rate and deliveries of Boeing Co's 737 MAX jets to resume in the second half of this year.
2019-04-18,BA,"Airbus sells longer-range A321, expects quick end to Boeing crisis","Airbus sales chief Christian Scherer said it is selling longer-range versions of its A321, while signaling a shift away from chasing market share at any cost and predicting Boeing will emerge quickly from the grounding of its rival 737 MAX."
2019-04-18,AAPL,New Apple lab uses robots to rip apart devices for recycling materials,"Apple Inc is notorious for keeping what happens in its laboratories a closely guarded secret. But the iPhone maker plans to share openly everything that happens in its newest lab in Austin, Texas."
2019-04-18,AMZN,"Amazon, facing entrenched rivals, says to shut China online store","Amazon.com Inc said it will shut its China online store by July 18, as the U.S. e-commerce giant focuses on the lucrative businesses of selling overseas goods and cloud services in the world's most populous nation."
2019-04-18,AMZN,Amazon says will not operate China marketplace site from July 18,"Amazon.com Inc on Thursday said it is notifying sellers that it will no longer operate a marketplace nor provide seller services on its Chinese website, Amazon.cn, from July 18."
2019-04-17,AAPL,"Explainer: How 5G drove moves by Apple, Qualcomm and Intel","Apple Inc and Qualcomm Inc on Tuesday settled an acrimonious two-year legal dispute. Shortly afterward, Intel Corp said it will exit the smartphone modem chip business."
2019-04-17,INTC,"Explainer: How 5G drove moves by Apple, Qualcomm and Intel","Apple Inc and Qualcomm Inc on Tuesday settled an acrimonious two-year legal dispute. Shortly afterward, Intel Corp said it will exit the smartphone modem chip business."
2019-04-17,BA,Boeing making 'steady progress' on path to 737 MAX software certification: CEO,"Boeing Co is making ""steady progress"" on the path to certifying a software update to the grounded 737 MAX and has made the final test flight before a certification flight, its chief executive said on Wednesday."
2019-04-17,TSLA,Tesla holdings slashed by T. Rowe Price funds in latest cuts by investor,"T. Rowe Price funds slashed Tesla Inc holdings in the first quarter, data showed on Wednesday, as the institutional investor continued to cut its positions in the electric vehicle maker."
2019-04-17,JPM,JPMorgan shuffles CFO and card services executives,"JPMorgan Chase & Co shuffled the jobs of two of its most senior women executives on Wednesday, moving Chief Financial Officer Marianne Lake to a role leading consumer lending and naming the head of card services Jenn Piepszak to replace her."
2019-04-17,AAPL,U.S. chipmakers' shares rally despite demand uncertainty,"As Qualcomm's major victory against Apple sent semiconductor stocks to record highs on Wednesday, the sector's strong recent rally may be at odds with uncertainty about an ongoing downturn in global demand."
2019-04-17,BA,Canada transport minister wants simulator training for 737 MAX fix,"Canada called on Wednesday for pilots to receive simulator training for new Boeing 737 MAX software, rather than computer courses, going a step beyond proposals by U.S. regulators and opening the door to disagreement over measures to end a global grounding of the jets after two fatal crashes."
2019-04-17,BA,"United sees Boeing's 737 MAX flying this summer, deliveries before year-end","United Airlines expects Boeing Co's grounded 737 MAX jets to return to service this summer, with deliveries resuming before the end of the year, an executive said on Wednesday, reassuring investors concerned about a prolonged suspension."
2019-04-17,BA,"U.S. planes, tractors on EU tariff list over Boeing","Planes, tractors, food and handbags featured on a list of U.S. imports worth $20 billion that the European Union said on Wednesday it could hit with tariffs in a transatlantic aircraft subsidy dispute."
2019-04-17,AAPL,Exclusive: Apple in talks with potential suppliers of sensors for self-driving cars - sources,"Apple Inc has held talks with at least four companies as possible suppliers for next-generation lidar sensors in self-driving cars, evaluating the companies' technology while also still working on its own lidar unit, three people familiar with the discussions said."
2019-04-17,AAPL,Aeva signs sensor deal with Audi's self-driving unit,"Aeva Inc, a startup company founded by former Apple Inc engineers Soroush Salehian and Mina Rezk, has signed a sensor-system deal with an Audi-owned unit that is working on self-driving technology for Volkswagen AG."
2019-04-17,AAPL,Apple accused in U.S. lawsuit of securities fraud over iPhone sales in China,"Apple Inc was accused in a new lawsuit of securities fraud for concealing a slump in demand for iPhones, particularly in China, leading to a $74 billion one-day slide in its market value once the truth became known.    The complaint filed on Tuesday seeks damages for investors who bought Apple stock in the two months before Chief Executive Tim Cook on Jan. 2 unexpectedly reduced Apple's quarterly revenue forecast as much as $9 billion, in part because of the intensifying U.S. trade w"
2019-04-17,AAPL,Qualcomm gains $30 billion in market value after Apple settlement,"Qualcomm Inc added $30 billion to its market value after it resolved a legal battle with Apple Inc, a move that secures its leadership in 5G phone chips and could pave the way for a similar settlement with China's Huawei Technologies."
2019-04-17,AAPL,"Foxconn's Gou throws hat in ring for Taiwan presidency, with blessing of sea goddess","Terry Gou, chairman of Apple supplier Foxconn, said on Wednesday he will contest Taiwan's 2020 presidential election, shaking up the political landscape at a time of heightened tension between the self-ruled island and Beijing."
2019-04-17,MS,Morgan Stanley leans on wealth management to beat estimates,"Morgan Stanley reported a 9 percent drop in quarterly earnings on Wednesday, but managed to beat analyst estimates through slight growth in its wealth management business, as well as cost cuts."
2019-04-17,META,"EU unfair practices digital rules put spotlight on Google, Amazon, Facebook",Google and Amazon will have to tell companies how they rank products on their platforms while Facebook and other tech firms will have to be more transparent about their terms and conditions under new EU rules approved on Wednesday.
2019-04-17,AMZN,"EU unfair practices digital rules put spotlight on Google, Amazon, Facebook",Google and Amazon will have to tell companies how they rank products on their platforms while Facebook and other tech firms will have to be more transparent about their terms and conditions under new EU rules approved on Wednesday.
2019-04-17,GOOGL,"EU unfair practices digital rules put spotlight on Google, Amazon, Facebook",Google and Amazon will have to tell companies how they rank products on their platforms while Facebook and other tech firms will have to be more transparent about their terms and conditions under new EU rules approved on Wednesday.
2019-04-17,TWTR,Chief executive of China's JD.com back in spotlight over civil suit accusation of rape,"The personal life of JD.com chief Richard Liu returned to the spotlight of China's social media on Wednesday, drawing 360 million views to briefly become the top trending item on the Twitter-like Weibo, after a civil lawsuit accused him of rape."
2019-04-17,AAPL,Foxconn's Gou announces bid to run in Taiwan's 2020 presidential race,"Terry Gou, chairman of Apple supplier Foxconn, said on Wednesday he will contest Taiwan's 2020 presidential election, shaking up the political landscape at a time of heightened tension between the self-ruled island and Beijing."
2019-04-17,BA,Kenyan family files lawsuit against Boeing over Ethiopian Airlines crash,"A Kenyan family has filed a lawsuit in Chicago against American aviation giant Boeing over a March 10 Ethiopian Airlines crash that killed 157 people, lawyers and family members said on Tuesday."
2019-04-17,AAPL,Qualcomm stock jumps 23 percent on surprise settlement with Apple,Qualcomm Inc on Tuesday won a major victory in its wide-ranging legal dispute with Apple Inc as the companies reached a surprise settlement that called for the iPhone to once again use Qualcomm modem chips.
2019-04-17,SUV,VW to take on Tesla X in China from 2021 with electric SUV,"Volkswagen plans to build a fully electric sports utility vehicle (SUV) for China from 2021, taking on the Chinese market leader Tesla's Model X as the German carmaker ramps up production of zero emissions vehicles."
2019-04-17,TSLA,VW to take on Tesla X in China from 2021 with electric SUV,"Volkswagen plans to build a fully electric sports utility vehicle (SUV) for China from 2021, taking on the Chinese market leader Tesla's Model X as the German carmaker ramps up production of zero emissions vehicles."
2019-04-17,BA,"Lessors rush to repossess more Jet Airways planes, even as emergency funds awaited","Lessors to India's Jet Airways Ltd have applied to deregister another four Boeing Co 737 planes, the Indian aviation regulator said on its website on Wednesday, even as the embattled carrier seeks emergency funding from its lenders."
2019-04-16,AAPL,"Fried chicken vs $13: Apple, Qualcomm explain claims to jury as trial opens","Apple Inc and Qualcomm Inc on Tuesday opened  a complex trial with the iPhone maker using a fried chicken analogy to illustrate its claim the chip company is abusing  its market power while Qualcomm alleged a years-long plan by Apple to deprive it of billions in revenue, $13 at a time."
2019-04-16,INTC,Intel says to exit 5G smartphone modem business,"Intel Corp said on Tuesday it was exiting the 5G smartphone modem business, while assessing opportunities for 4G and 5G modems in PCs, internet of things devices and other data-centric devices."
2019-04-16,DIS,Netflix forecast disappoints as streaming competition looms,"Netflix Inc gave a weak forecast on Tuesday that unnerved investors just as Walt Disney Co and others prepare to escalate Hollywood's streaming video wars, although the company's quarterly results beat Wall Street targets."
2019-04-16,NFLX,Netflix forecast disappoints as streaming competition looms,"Netflix Inc gave a weak forecast on Tuesday that unnerved investors just as Walt Disney Co and others prepare to escalate Hollywood's streaming video wars, although the company's quarterly results beat Wall Street targets."
2019-04-16,BA,"United Airlines first-quarter profit rises, holds 2019 target","United Airlines on Tuesday reported a better-than-expected jump in first-quarter profit as it sold more tickets and cut costs, standing by its 2019 profit target even as its Boeing Co 737 MAX jets remain grounded."
2019-04-16,BA,Boeing 737 MAX software upgrade 'operationally suitable': FAA panel,"A review by a U.S. Federal Aviation Administration panel into Boeing Co's grounded 737 MAX aircraft found a planned software update and training revisions to be ""operationally suitable,"" the agency said Tuesday, an important milestone in getting the planes back in the air."
2019-04-16,BAC,Bank of America warns of slowing growth of net interest,Bank of America Corp forecast that net interest income would rise half as fast this year after reporting first-quarter revenue on Tuesday that fell short of expectations.
2019-04-16,ISS,ISS urges Boeing to separate chairman and CEO roles,"Shareholder advisory firm Institutional Shareholder Services Inc (ISS) has urged Boeing Co to split the role of chairman and chief executive officer, currently held by Dennis Muilenburg."
2019-04-16,BA,ISS urges Boeing to separate chairman and CEO roles,"Shareholder advisory firm Institutional Shareholder Services Inc (ISS) has urged Boeing Co to split the role of chairman and chief executive officer, currently held by Dennis Muilenburg."
2019-04-16,DIS,Netflix surges ahead of quarterly results report; Disney in focus,"Shares of Netflix jumped 3 percent on Tuesday ahead of the streaming video service's quarterly results, with traders expecting a larger than normal reaction from the stock as new competition looms from Walt Disney Co."
2019-04-16,NFLX,Netflix surges ahead of quarterly results report; Disney in focus,"Shares of Netflix jumped 3 percent on Tuesday ahead of the streaming video service's quarterly results, with traders expecting a larger than normal reaction from the stock as new competition looms from Walt Disney Co."
2019-04-16,AMZN,Amazon to crunch data for Chilean stargazers amid Latam push,"Amazon Web Services, a unit of Amazon.com Inc, said it will help astronomers in Chile crunch huge troves of data using its cloud computing services, a symbolically important step for the retail-to-entertainment giant as it looks to expand in Latin America."
2019-04-16,GS,"Upstart Russian oil firm, with Goldman Sachs backing, bucks industry blues","In the frozen taiga of eastern Siberia, where bears roam in spring after waking from hibernation, an independent Russian oil company is bucking the domestic industry trend by rapidly ramping up its output and expanding operations."
2019-04-16,BA,China forms task force to review design changes to Boeing 737 MAX,China's aviation regulator said on Tuesday that it had set up a task force to review design changes to the Boeing Co 737 MAX that had been submitted by the planemaker after the fleet was grounded last month.
